name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Nelson, NSN, NZ",11/03/2024,22.2,14.2,18.5,22.2,14.2,18.5,8.6,52.9,0,0,0,,0,0,54.7,40.7,226.5,1019.1,70.6,20.2,118,10.2,4,10,2024-03-11T07:19:26,2024-03-11T19:53:37,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93546099999,remote"
"Nelson, NSN, NZ",12/03/2024,19.1,12.4,15.6,19.1,12.4,15.6,11.8,78.5,0,0,0,,0,0,31,29.5,47.3,1015.3,75.9,20,227.3,19.6,8,10,2024-03-12T07:20:34,2024-03-12T19:51:58,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93546099999,remote"
"Nelson, NSN, NZ",13/03/2024,20.9,14.9,18,20.9,14.9,18,13.2,74,0,0,0,rain,0,0,33.5,48.2,21.5,1009.3,78.8,16.8,172.6,14.9,7,10,2024-03-13T07:21:41,2024-03-13T19:50:18,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93546099999,remote"
"Nelson, NSN, NZ",14/03/2024,19.1,13.6,16,19.1,13.6,16,9,63.7,0.2,100,4.17,rain,0,0,32.8,24.1,292.9,1009.2,41.8,18.3,255.5,22,8,10,2024-03-14T07:22:48,2024-03-14T19:48:38,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,93546099999
"Nelson, NSN, NZ",15/03/2024,21.4,12.7,15.9,21.4,12.7,15.9,6.2,53.2,0,0,0,rain,0,0,40,35.3,238.9,1003,69.1,19.6,204.1,17.7,8,10,2024-03-15T07:23:55,2024-03-15T19:46:58,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",16/03/2024,16.7,4.9,11.8,16.7,4.9,11.5,5.4,66.1,0,0,0,,0,0,19.8,24.1,356.3,1012.1,33.6,19.6,247,21.4,8,10,2024-03-16T07:25:01,2024-03-16T19:45:17,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",17/03/2024,21.7,11.2,16,21.7,11.2,16,7.7,58.8,0,0,0,,0,0,33.5,40.7,258.2,1013.9,32.2,19.6,243.6,21.2,8,10,2024-03-17T07:26:07,2024-03-17T19:43:37,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",18/03/2024,21.2,12.2,16,21.2,12.2,16,8.5,63.2,0,0,0,rain,0,0,29.2,37.1,291.9,1018.1,44.5,18.5,230.4,19.8,8,10,2024-03-18T07:27:14,2024-03-18T19:41:56,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",19/03/2024,17.9,10.1,13.9,17.9,10.1,13.9,8.8,73.9,1.2,100,8.33,rain,0,0,13.7,27.7,342.8,1027.6,28.8,20,241.6,20.7,8,10,2024-03-19T07:28:19,2024-03-19T19:40:15,0.29,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,93546099999
"Nelson, NSN, NZ",20/03/2024,17.1,9.1,13.3,17.1,9.1,13.2,7.2,67.3,0,0,0,,0,0,13.3,22.3,1.4,1029.8,1.6,18.9,243.9,20.9,8,10,2024-03-20T07:29:25,2024-03-20T19:38:34,0.32,Clear,Clear conditions throughout the day.,clear-day,"93546099999,remote"
"Nelson, NSN, NZ",21/03/2024,17.9,7.9,13.4,17.9,7.2,13.2,8.7,74.1,0,0,0,,0,0,19.1,22.3,25.7,1023.5,15.1,19.6,241.8,20.9,8,10,2024-03-21T07:30:31,2024-03-21T19:36:54,0.35,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",22/03/2024,19.2,11.6,15.4,19.2,11.6,15.4,10.8,74.3,0,0,0,,0,0,13.3,22.3,20.4,1018.6,95.2,18.9,167,14.5,6,10,2024-03-22T07:31:36,2024-03-22T19:35:13,0.39,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",23/03/2024,19.7,12.7,15.8,19.7,12.7,15.8,12.8,82.3,0,0,0,,0,0,13.7,22.3,0.2,1015.8,53.4,18.3,215.6,18.6,8,10,2024-03-23T07:32:41,2024-03-23T19:33:32,0.42,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",24/03/2024,19.7,11.6,15.7,19.7,11.6,15.7,13.2,85.3,0,0,0,,0,0,15.1,22.3,356,1013.6,73.2,18.8,164.7,14.3,7,10,2024-03-24T07:33:46,2024-03-24T19:31:51,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",25/03/2024,20.9,11.4,16,20.9,11.4,16,11.4,74.7,0,0,0,,0,0,31.7,20.5,252.8,1008.8,88.9,19.6,88.9,7.6,4,10,2024-03-25T07:34:51,2024-03-25T19:30:10,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",26/03/2024,23.9,13.2,17.8,23.9,13.2,17.8,9.7,63.1,0,0,0,rain,0,0,31,37.1,259.5,1009.5,93.6,19.2,164.4,14.3,7,10,2024-03-26T07:35:56,2024-03-26T19:28:29,0.52,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",27/03/2024,19.9,9.9,14.3,19.9,9.9,14.3,6.4,60.3,0.1,100,4.17,rain,0,0,39.2,40.7,247.7,1009.6,79,22.1,148.5,12.8,7,10,2024-03-27T07:37:00,2024-03-27T19:26:49,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",28/03/2024,15,9.7,12.5,15,7.4,12.4,5.8,63.5,0.4,100,16.67,rain,0,0,54,22,242.7,1005.6,81.3,22.9,37.8,3.2,1,10,2024-03-28T07:38:05,2024-03-28T19:25:08,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",29/03/2024,15.6,6.9,10.5,15.6,4.4,9.6,3.4,63.3,0,0,0,,0,0,26.6,24.8,289.2,1009,26,24.1,217.7,18.8,8,10,2024-03-29T07:39:09,2024-03-29T19:23:28,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Nelson, NSN, NZ",30/03/2024,13.9,7.1,10.7,13.9,5.8,10.1,4,64.3,0,0,0,,0,0,12.6,11.9,119.1,1016.5,26.5,24.1,114.4,9.9,6,10,2024-03-30T07:40:13,2024-03-30T19:21:48,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
"Nelson, NSN, NZ",31/03/2024,14.8,8.4,11.4,14.8,7.4,11.1,7.7,78.3,0,0,0,,0,0,14.8,13.7,54.5,1016.7,54.4,24.1,206,17.8,7,10,2024-03-31T07:41:18,2024-03-31T19:20:08,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Nelson, NSN, NZ",1/04/2024,14.2,11.1,12.7,14.2,11.1,12.7,9.3,80,0.3,100,12.5,rain,0,0,14,13,46,1018.4,73.1,24.1,123.7,10.6,6,10,2024-04-01T07:42:22,2024-04-01T19:18:29,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
"Nelson, NSN, NZ",2/04/2024,17.2,10.4,13.9,17.2,10.4,13.9,10.9,82.4,0.2,100,4.17,rain,0,0,6.5,16.6,336.2,1021.9,85.2,22.2,81.3,7,3,10,2024-04-02T07:43:26,2024-04-02T19:16:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",3/04/2024,19.4,10.6,14.7,19.4,10.6,14.7,11.8,83,1,100,4.17,rain,0,0,19.4,27.7,29.9,1021.1,60.8,21,177.6,15.3,7,10,2024-04-03T07:44:30,2024-04-03T19:15:11,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",4/04/2024,18.9,11.4,15.1,18.9,11.4,15.1,13.5,90.1,0.6,100,8.33,rain,0,0,15.8,25.9,32.7,1017,52.1,17.9,88.8,7.6,4,10,2024-04-04T07:45:34,2024-04-04T19:13:32,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,93546099999
"Nelson, NSN, NZ",5/04/2024,18.7,13.4,15.6,18.7,13.4,15.6,11.1,75.4,0.2,100,4.17,rain,0,0,15.1,18.4,291.7,1022.6,66.2,20,105.6,9,5,10,2024-04-05T07:46:38,2024-04-05T19:11:54,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,93546099999
"Nelson, NSN, NZ",6/04/2024,17.9,12.7,15.4,17.9,12.7,15.4,11.2,76.7,0,0,0,rain,0,0,13.3,20.5,13.7,1027.2,54.2,19.6,158.1,13.7,7,10,2024-04-06T07:47:41,2024-04-06T19:10:17,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",7/04/2024,19.1,10.7,14.9,19.1,10.7,14.9,10.8,77.2,0,0,0,,0,0,8.6,20.5,1.5,1028.5,3.4,20,185.4,16.7,7,10,2024-04-07T06:48:45,2024-04-07T18:08:39,0.94,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",8/04/2024,17.4,8.1,13.8,17.4,7.4,13.8,11,83.6,0,0,0,,0,0,15.1,18.4,24.7,1027.1,7.1,19.6,193.5,16.8,7,10,2024-04-08T06:49:49,2024-04-08T18:07:03,0.97,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",9/04/2024,18.4,13.4,16.3,18.4,13.4,16.3,14.2,87.8,0,0,0,,0,0,41.8,38.9,13.6,1023.3,49.7,14.6,175.7,15.1,7,10,2024-04-09T06:50:53,2024-04-09T18:05:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",10/04/2024,19.2,16.9,18.3,19.2,16.9,18.3,16.3,88.7,1.2,100,8.33,rain,0,0,33.5,31.7,42.2,1021.1,97.5,11.5,76.4,6.5,3,10,2024-04-10T06:51:56,2024-04-10T18:03:51,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,93546099999
"Nelson, NSN, NZ",11/04/2024,19.1,17.4,18.3,19.1,17.4,18.3,16.2,87.5,17,100,4.17,rain,0,0,84.6,51.8,48.1,1010.2,99.8,9.8,13.5,1.1,1,10,2024-04-11T06:53:00,2024-04-11T18:02:16,0.07,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",12/04/2024,19.6,15.2,17.2,19.6,15.2,17.2,16.3,94.1,36,100,16.67,rain,0,0,60.8,38.9,50.5,1003.1,84.4,6.9,93.3,8.2,5,10,2024-04-12T06:54:04,2024-04-12T18:00:42,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",13/04/2024,19.1,13.4,15.3,19.1,13.4,15.3,12.4,82.8,9.2,100,16.67,rain,0,0,32,22.3,95.9,1005.3,73.5,16.8,33.3,2.9,2,10,2024-04-13T06:55:07,2024-04-13T17:59:08,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",14/04/2024,16.4,13.2,14.5,16.4,13.2,14.5,13,90.6,4.2,100,8.33,rain,0,0,14.4,18.4,31.9,1018.3,89.8,14.2,49.3,4.2,3,10,2024-04-14T06:56:11,2024-04-14T17:57:35,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,93546099999
"Nelson, NSN, NZ",15/04/2024,17.4,11.4,14,17.4,11.4,14,11.8,87.3,3.8,100,8.33,rain,0,0,28.8,14.8,3.3,1019,41.4,12,149.9,12.9,6,10,2024-04-15T06:57:14,2024-04-15T17:56:03,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,93546099999
"Nelson, NSN, NZ",16/04/2024,19.9,9.7,15,19.9,9.2,15,7.9,63.8,0,0,0,,0,0,31.3,37.1,229.6,1015.9,0.3,20,171.9,14.8,6,10,2024-04-16T06:58:18,2024-04-16T17:54:31,0.25,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",17/04/2024,20.9,11.2,15.3,20.9,11.2,15.3,9.1,68.5,0,0,0,rain,0,0,30.6,31.7,242.5,1015.4,51.4,20,143.5,12.4,6,10,2024-04-17T06:59:22,2024-04-17T17:53:00,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",18/04/2024,19.9,11.1,14.6,19.9,11.1,14.6,5.6,55.8,0,0,0,,0,0,37.4,38.9,235,1014.1,0.1,20,172,14.8,6,10,2024-04-18T07:00:25,2024-04-18T17:51:30,0.3,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",19/04/2024,18.2,8.4,13.5,18.2,6.8,13.4,5.3,58.6,0,0,0,,0,0,37.4,31.7,228.7,1013.2,56.5,20,124.8,10.7,5,10,2024-04-19T07:01:29,2024-04-19T17:50:01,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",20/04/2024,17.9,8.9,12.6,17.9,8.6,12.5,7.7,73.5,0,0,0,,0,0,9,9.4,231,1014.1,92,18.3,109.5,9.2,5,10,2024-04-20T07:02:32,2024-04-20T17:48:32,0.37,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",21/04/2024,18.7,6.2,12.1,18.7,6.2,12,8.4,80,0,0,0,,0,0,14.4,14.8,13.9,1010.1,10,20,161.1,13.7,6,10,2024-04-21T07:03:36,2024-04-21T17:47:05,0.4,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",22/04/2024,21.7,8.7,14.7,21.7,8.7,14.7,8.6,69.3,0.2,100,4.17,rain,0,0,26.6,31.7,213.9,1011.7,42,19.6,155.6,13.4,6,10,2024-04-22T07:04:39,2024-04-22T17:45:38,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",23/04/2024,16.6,8.7,12.5,16.6,7.5,12.3,9.5,82.7,0,0,0,,0,0,13.3,18.4,317,1020.4,35.8,19.3,150.3,12.9,6,10,2024-04-23T07:05:42,2024-04-23T17:44:13,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93546099999,7JLP"
"Nelson, NSN, NZ",24/04/2024,19.7,8.9,13.6,19.7,8.3,13.6,8,70.2,0,0,0,,0,0,42.5,29.5,231.6,1016.7,34.5,18.9,157.1,13.6,6,10,2024-04-24T07:06:46,2024-04-24T17:42:48,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"93546099999,7JLP"
"Nelson, NSN, NZ",25/04/2024,16.6,6.9,13,16.6,5,12.7,10.2,83.8,0.2,100,4.17,rain,0,0,25.9,44.6,354.9,1008.1,73.8,15.4,112.2,9.9,5,10,2024-04-25T07:07:49,2024-04-25T17:41:24,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",26/04/2024,16.2,8.7,12.7,16.2,6.8,12.5,6.4,67.4,0,0,0,rain,0,0,52.2,37.1,221.9,1003.1,21.5,18.3,134.6,11.7,6,10,2024-04-26T07:08:52,2024-04-26T17:40:02,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",27/04/2024,17.4,5.2,10.6,17.4,3.4,9.9,3.6,63.4,0,0,0,,0,0,27.7,31.7,229.7,1016.8,3.1,19.2,149.5,12.9,6,10,2024-04-27T07:09:55,2024-04-27T17:38:40,0.61,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",28/04/2024,16.2,4.7,10.3,16.2,4.7,10,7.1,81.6,0,0,0,,0,0,10.4,13,304.5,1027.6,4,19.2,146.3,12.6,6,10,2024-04-28T07:10:58,2024-04-28T17:37:20,0.64,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",29/04/2024,16.4,7.4,12,16.4,6.2,11.7,9.2,83.6,0,0,0,,0,0,14.8,20.5,304.3,1029.9,14.4,18.9,143.2,12.4,6,10,2024-04-29T07:12:01,2024-04-29T17:36:01,0.68,Clear,Clear conditions throughout the day.,clear-day,"93546099999,7JLP"
"Nelson, NSN, NZ",30/04/2024,16.7,8.2,11.8,16.7,7.5,11.5,9.8,87.9,0.2,100,4.17,rain,0,0,32,18.4,280.1,1021.5,3.9,17.7,142,12.4,6,10,2024-04-30T07:13:04,2024-04-30T17:34:43,0.71,Rain,Clear conditions throughout the day with late afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",1/05/2024,30,8.6,11.7,39.3,8.6,12.1,9.5,87,7.9,100,41.67,rain,0,0,22.7,11.2,178.5,1009.7,80,19.6,45.5,4,2,10,2024-05-01T07:14:06,2024-05-01T17:33:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93546099999,remote,7JLP"
"Nelson, NSN, NZ",2/05/2024,15.6,8.4,11.3,15.6,8.1,11.2,7.9,80.3,7.8,100,8.33,rain,0,0,22.3,17.3,245.3,1008.3,51.3,20.3,95.7,8.2,5,10,2024-05-02T07:15:09,2024-05-02T17:32:10,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93546099999,remote,7JLP"
"Nelson, NSN, NZ",3/05/2024,16.9,5.4,10.6,16.9,5.2,10.3,6.3,76.6,0,0,0,,0,0,21.2,11.2,71.9,1015.8,6.8,19.7,137.5,11.9,5,10,2024-05-03T07:16:11,2024-05-03T17:30:56,0.82,Clear,Clear conditions throughout the day.,clear-day,"93546099999,7JLP"
"Nelson, NSN, NZ",4/05/2024,15.4,5.7,10.3,15.4,4.7,9.8,7.8,85.6,0.2,100,4.17,rain,0,0,10.1,16.6,301.4,1021.9,3.5,18.5,135.7,11.7,5,10,2024-05-04T07:17:13,2024-05-04T17:29:43,0.85,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93546099999,7JLP"
"Nelson, NSN, NZ",5/05/2024,15.7,7.9,11.5,15.7,6.8,11,9.1,85.7,0,0,0,,0,0,11.9,18.4,233.1,1022.2,7.1,18.3,132.8,11.6,5,10,2024-05-05T07:18:15,2024-05-05T17:28:31,0.89,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",6/05/2024,17.9,5.2,11.7,17.9,4.9,11.5,5.8,71.1,0.2,100,4.17,rain,0,0,22.7,24.1,205.9,1018.2,33.3,19.6,131.7,11.5,5,10,2024-05-06T07:19:17,2024-05-06T17:27:21,0.92,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,93546099999
"Nelson, NSN, NZ",7/05/2024,13.6,4.4,9.1,13.6,3.5,8.6,3.3,68.7,0,0,0,,0,0,11.9,11.2,240.9,1025.5,7.4,19.2,132.5,11.5,5,10,2024-05-07T07:20:18,2024-05-07T17:26:12,0.96,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",8/05/2024,13.4,2.9,8.1,13.4,2.4,7.3,4.5,79.5,0,0,0,,0,0,10.8,18.4,199.5,1022.6,11.3,17.3,129.2,11.3,5,10,2024-05-08T07:21:19,2024-05-08T17:25:04,0,Clear,Clear conditions throughout the day.,clear-day,"93546099999,remote"
"Nelson, NSN, NZ",9/05/2024,14.2,4.2,8.8,14.2,2.1,8,0.5,59,0,0,0,,0,0,13.7,14.8,199,1026.4,12.2,18.4,132,11.5,5,10,2024-05-09T07:22:20,2024-05-09T17:23:58,0.03,Clear,Clear conditions throughout the day.,clear-day,"93546099999,remote"
"Nelson, NSN, NZ",10/05/2024,12.9,0.1,5.9,12.9,-0.2,5.3,0.7,72.3,0.2,100,4.17,rain,0,0,8.6,9.4,221.9,1024.1,0.2,15.4,130.1,11.2,5,10,2024-05-10T07:23:21,2024-05-10T17:22:53,0.06,Rain,Clear conditions throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",11/05/2024,13.1,0.7,6.9,13.1,0.1,5.9,3.2,78.3,0,0,0,,0,0,9,14.8,249.4,1024.4,8.6,17.1,126.9,10.9,5,10,2024-05-11T07:24:21,2024-05-11T17:21:50,0.09,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",12/05/2024,14.2,2.2,7.5,14.2,2.1,6.9,4.9,84.4,0.2,100,4.17,rain,0,0,10.1,13,278.5,1023,26.5,14.2,123.8,10.6,5,10,2024-05-12T07:25:21,2024-05-12T17:20:49,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",13/05/2024,13.9,3.9,8.5,13.9,2.5,8.1,5.2,80.8,0.2,100,4.17,rain,0,0,9.7,9.4,220,1024.9,32,16,106.1,9.1,5,10,2024-05-13T07:26:20,2024-05-13T17:19:49,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",14/05/2024,13.9,4.7,9.3,13.9,4,9,6.4,82.3,0,0,0,,0,0,16.9,13,283.7,1024.7,67,17.9,92.4,8,4,10,2024-05-14T07:27:19,2024-05-14T17:18:50,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",15/05/2024,14.7,9.4,11.6,14.7,8,11.4,10.4,92.3,2,100,4.17,rain,0,0,11.9,11.2,246.5,1013.7,99.8,11.5,9.4,0.8,1,10,2024-05-15T07:28:17,2024-05-15T17:17:53,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,93546099999
"Nelson, NSN, NZ",16/05/2024,17.4,9.2,12.8,17.4,8.9,12.7,9.2,81.3,7,100,8.33,rain,0,0,47.5,40.7,239.8,1012.9,42.1,12.3,106.3,9.2,5,10,2024-05-16T07:29:15,2024-05-16T17:16:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,93546099999
"Nelson, NSN, NZ",17/05/2024,15.4,7.2,10.8,15.4,5.8,10.3,5.6,72,0,0,0,,0,0,19.1,20.5,233,1021.1,36.5,19.2,100.3,8.8,5,10,2024-05-17T07:30:13,2024-05-17T17:16:05,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",18/05/2024,14.6,3.7,9,14.6,3,8.7,5.3,78.4,0,0,0,,0,0,20.5,13,50.3,1017.7,42,17.1,109.7,9.4,5,10,2024-05-18T07:31:09,2024-05-18T17:15:13,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",19/05/2024,15.2,7.7,10.6,15.2,5.6,10.3,8.1,84.6,0,0,0,,0,0,9.4,14.8,239,1019.2,79,16.7,90.2,7.7,4,10,2024-05-19T07:32:06,2024-05-19T17:14:23,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",20/05/2024,14.7,5.9,10,14.7,4.1,9.6,7.2,83.5,0,0,0,,0,0,14.4,20.5,230.2,1016.3,90.5,16.8,94.8,8.3,4,10,2024-05-20T07:33:01,2024-05-20T17:13:34,0.38,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",21/05/2024,15.7,10.1,13.3,15.7,10.1,13.3,7.5,68.5,0,0,0,rain,0,0,29.5,18.4,214.4,1007.9,100,19.6,15.7,1.4,1,10,2024-05-21T07:33:56,2024-05-21T17:12:48,0.42,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",22/05/2024,16.9,9.7,12.8,16.9,9.2,12.8,6,64.3,0,0,0,,0,0,15.8,14.8,182.4,1011.1,78.7,18.3,100.4,8.8,4,10,2024-05-22T07:34:50,2024-05-22T17:12:03,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",23/05/2024,14.2,6.7,9.9,14.2,5.8,9.6,6.6,80.5,0,0,0,,0,0,7.9,13,280.7,1012.2,91.2,19.2,74.5,6.5,3,10,2024-05-23T07:35:44,2024-05-23T17:11:20,0.48,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",24/05/2024,12.9,4.6,9,12.9,3.4,8.6,6.4,84.3,0.2,100,4.17,rain,0,0,10.4,14.8,276.9,1009.1,68.2,17.9,78.9,6.9,4,10,2024-05-24T07:36:36,2024-05-24T17:10:39,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",25/05/2024,14.2,8.4,11.2,14.2,8.4,11.1,7.1,77.2,0.2,100,4.17,rain,0,0,68,31.7,239.4,1006.4,72.5,18.8,61.6,5.4,3,10,2024-05-25T07:37:28,2024-05-25T17:09:59,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,93546099999
"Nelson, NSN, NZ",26/05/2024,14.4,6.7,12.2,14.4,5.2,12,3.7,56.8,0,0,0,,0,0,69.1,42.5,227.3,1003.6,29.8,19.2,97.6,8.5,4,10,2024-05-26T07:38:19,2024-05-26T17:09:22,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",27/05/2024,15.1,4.9,9.4,15.1,3.4,8.8,4.1,71.2,0,0,0,,0,0,34.2,31.7,224.5,1007.4,28.3,19.3,103.5,9,4,10,2024-05-27T07:39:09,2024-05-27T17:08:46,0.62,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"93546099999,remote"
"Nelson, NSN, NZ",28/05/2024,12.6,3.9,8.5,12.6,3.9,7.8,4.1,74.3,0,0,0,rain,0,0,34.2,16.6,193,1006.5,67.9,16.2,68.8,5.9,3,10,2024-05-28T07:39:58,2024-05-28T17:08:13,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",29/05/2024,14.1,3.4,8.4,14.1,2,7.5,2.9,70.3,0.2,100,4.17,rain,0,0,61.2,38.9,229,1004.3,57.6,19.2,51.8,4.5,2,10,2024-05-29T07:40:46,2024-05-29T17:07:41,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",30/05/2024,14.7,3.6,10,14.7,1.5,9.5,2.9,61.7,0,0,0,,0,0,30.6,37.1,231,1016.5,12.9,19.2,101.2,8.7,4,10,2024-05-30T07:41:33,2024-05-30T17:07:11,0.73,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",31/05/2024,18.4,12.2,14.8,18.4,12.2,14.8,7,60.1,0,0,0,,0,0,51.8,51.8,233.2,1022.7,46.4,19.6,94.3,8.2,4,10,2024-05-31T07:42:19,2024-05-31T17:06:43,0.75,Partially cloudy,Partly cloudy throughout the day.,wind,93546099999
