name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Nelson, NSN, NZ",20/03/2023,22.1,12.4,17.4,22.1,12.4,17.4,14.4,83.6,0,0,0,rain,0,0,43.6,51.8,17.4,1015.9,75.5,17.7,186.8,16.2,8,10,2023-03-20T07:28:35,2023-03-20T19:39:50,0.94,Partially cloudy,Partly cloudy throughout the day.,wind,93546099999
"Nelson, NSN, NZ",21/03/2023,20.7,12.4,16.3,20.7,12.4,16.3,10.2,68.8,1.2,100,8.33,rain,0,0,52.9,53.6,240.5,1007.1,47.8,16.9,202.8,17.5,8,10,2023-03-21T07:29:40,2023-03-21T19:38:10,0.97,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,93546099999
"Nelson, NSN, NZ",22/03/2023,20.1,9.9,14.6,20.1,7.8,14.5,5.2,55.2,0,0,0,,0,0,23.4,27.7,219.5,1014.2,35.3,19.8,235.6,20.3,8,10,2023-03-22T07:30:46,2023-03-22T19:36:29,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"93546099999,remote"
"Nelson, NSN, NZ",23/03/2023,18.2,9.2,14.4,18.2,8.7,14.3,10.1,75.9,0,0,0,rain,0,0,17.3,22.3,15.2,1021.6,40.5,17.1,214,18.6,7,10,2023-03-23T07:31:51,2023-03-23T19:34:48,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",24/03/2023,18.4,12.8,16.1,18.4,12.8,16.1,12.5,79.5,0.1,100,4.17,rain,0,0,14.8,20.5,30.7,1020.9,86.5,19.3,178.2,15.4,8,10,2023-03-24T07:32:56,2023-03-24T19:33:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",25/03/2023,20.7,11.7,17,20.7,11.7,17,11.8,72.3,0,0,0,,0,0,25.9,18.4,40.5,1014.3,78.3,19.2,192.2,16.7,7,10,2023-03-25T07:34:01,2023-03-25T19:31:26,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",26/03/2023,23.9,12.4,17.5,23.9,12.4,17.5,13.4,78.5,0,0,0,,0,0,17.6,20.5,280.1,1011.3,15.7,19.2,226.2,19.5,8,10,2023-03-26T07:35:06,2023-03-26T19:29:45,0.14,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",27/03/2023,20.2,10.9,16,20.2,10.9,16,10.4,69.9,0,0,0,,0,0,40,25.9,281.2,1011.3,3.9,18.8,223.3,19.3,8,10,2023-03-27T07:36:11,2023-03-27T19:28:04,0.17,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",28/03/2023,18.6,8.9,15.3,18.6,8.9,15.3,8.9,66,3,100,4.17,rain,0,0,37.4,29.5,213.8,1007.5,93.7,18.8,121.8,10.4,5,10,2023-03-28T07:37:15,2023-03-28T19:26:24,0.2,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",29/03/2023,17.4,5.9,11.5,17.4,3.1,10.5,0.3,48.3,0,0,0,,0,0,27.7,25.9,212.5,1015.6,20.3,18.3,217.7,18.8,8,10,2023-03-29T07:38:20,2023-03-29T19:24:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",30/03/2023,17.7,5.7,12.1,17.7,4.6,11.4,4.1,59.2,0,0,0,,0,0,16.9,25.9,45.3,1015.6,2.4,18.9,215.9,18.7,7,10,2023-03-30T07:39:24,2023-03-30T19:23:03,0.27,Clear,Clear conditions throughout the day.,clear-day,"93546099999,remote"
"Nelson, NSN, NZ",31/03/2023,18.9,8.4,14,18.9,7.8,13.9,10.2,78.4,0,0,0,,0,0,20.9,31.7,1.3,1014.1,20.3,18.8,210.6,18.2,7,10,2023-03-31T07:40:28,2023-03-31T19:21:23,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",1/04/2023,18.7,13.7,16.6,18.7,13.7,16.6,15.1,91.5,26,100,12.5,rain,0,0,53.6,50,38.4,1008,86.5,9,26.1,2.1,2,10,2023-04-01T07:41:32,2023-04-01T19:19:44,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",2/04/2023,22.4,13.9,17.7,22.4,13.9,17.7,13.1,76.7,0,0,0,rain,0,0,30.6,27.7,271.4,1008.5,17.9,14.4,192.2,17.3,7,10,2023-04-02T06:42:37,2023-04-02T18:18:04,0.36,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",3/04/2023,18.6,10.4,14.3,18.6,10.4,14.3,10.6,79.2,0,0,0,rain,0,0,23,20.5,211.3,1015.9,24.8,20.3,202.7,17.5,7,10,2023-04-03T06:43:41,2023-04-03T18:16:25,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",4/04/2023,17.9,9.7,14.1,17.9,9.7,14.1,11.3,84.2,2.2,100,8.33,rain,0,0,14.8,20.5,358.4,1020.2,17.9,20.9,201.6,17.3,7,10,2023-04-04T06:44:45,2023-04-04T18:14:46,0.43,Rain,Clear conditions throughout the day with rain.,rain,93546099999
"Nelson, NSN, NZ",5/04/2023,21.6,9.4,15.4,21.6,9.4,15.4,9.7,71.7,0,0,0,,0,0,32.8,31.7,225.1,1013.4,30.6,19.6,201.3,17.3,7,10,2023-04-05T06:45:48,2023-04-05T18:13:08,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",6/04/2023,20.7,12.2,15.8,20.7,12.2,15.8,11,74.1,0,0,0,rain,0,0,16.2,20.5,231.5,1004.7,98.2,18.1,104.3,8.8,5,10,2023-04-06T06:46:52,2023-04-06T18:11:30,0.5,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",7/04/2023,17.9,12.2,14.7,17.9,12.2,14.7,6.1,57.1,0,0,0,,0,0,18.4,25.9,127.9,1010,20.5,19.2,190.5,16.6,7,10,2023-04-07T06:47:56,2023-04-07T18:09:53,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",8/04/2023,17.2,7.9,12.6,17.2,5.8,12.2,4.6,59.7,0,0,0,,0,0,13,25.9,141.2,1011.3,80.6,19.6,168.5,14.6,6,10,2023-04-08T06:49:00,2023-04-08T18:08:16,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",9/04/2023,16.4,8.7,12.7,16.4,6.3,12.3,9,78.5,0.8,100,4.17,rain,0,0,27.7,16.6,226.3,1005.2,92.2,17.7,51.7,4.5,4,10,2023-04-09T06:50:04,2023-04-09T18:06:39,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",10/04/2023,19.2,13.4,16.7,19.2,13.4,16.7,14.7,88.1,33,100,16.67,rain,0,0,47.2,35.3,50.6,998.2,65.1,9.5,111.4,9.5,6,10,2023-04-10T06:51:07,2023-04-10T18:05:03,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",11/04/2023,18.9,14.6,16.6,18.9,14.6,16.6,13.3,81.1,9.4,100,12.5,rain,0,0,41.8,37.1,17.4,1001.2,73.2,11.6,159.2,13.7,6,10,2023-04-11T06:52:11,2023-04-11T18:03:28,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",12/04/2023,17.6,11.4,14.5,17.6,11.4,14.5,13.2,91.9,4,100,12.5,rain,0,0,14.4,20.5,37.7,1002.8,61.6,14.5,151,13,5,10,2023-04-12T06:53:15,2023-04-12T18:01:53,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",13/04/2023,19.2,12.9,16,19.2,12.9,16,12.6,80.8,0,0,0,rain,0,0,12.6,14.8,249.8,1012.6,96.7,20,35.2,3.1,2,10,2023-04-13T06:54:18,2023-04-13T18:00:18,0.75,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",14/04/2023,20.7,12.2,16,20.7,12.2,16,9.2,65.4,0,0,0,,0,0,18.4,27.7,139.6,1025.9,46.3,19.6,169.3,14.8,6,10,2023-04-14T06:55:22,2023-04-14T17:58:45,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",15/04/2023,19.7,9.9,14.7,19.7,9.5,14.7,8.5,67.9,0,0,0,,0,0,14,18.4,205.9,1031.9,60,18.5,162,13.8,6,10,2023-04-15T06:56:26,2023-04-15T17:57:12,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",16/04/2023,18.9,8.7,13.4,18.9,8.1,13.2,9.6,79.2,0,0,0,,0,0,12.2,14.8,249.3,1030.2,69.3,19.2,143.9,12.5,5,10,2023-04-16T06:57:29,2023-04-16T17:55:40,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",17/04/2023,19.2,10.6,14.3,19.2,10.6,14.3,11,81.3,0,0,0,,0,0,13.3,13,317.2,1027.4,71.7,18.8,165.6,14.2,6,10,2023-04-17T06:58:33,2023-04-17T17:54:08,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",18/04/2023,17.7,12.6,15,17.7,12.6,15,13.7,91.8,0.8,100,4.17,rain,0,0,41.4,25.9,48.3,1021.8,93,12,45.2,4,2,10,2023-04-18T06:59:36,2023-04-18T17:52:38,0.92,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",19/04/2023,19.4,15.2,17.8,19.4,15.2,17.8,16.6,92.4,17,100,8.33,rain,0,0,46.8,40.7,22.3,1018.2,66.1,8.3,83.1,7.1,3,10,2023-04-19T07:00:40,2023-04-19T17:51:08,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,93546099999
"Nelson, NSN, NZ",20/04/2023,16.9,11.2,14.8,16.9,11.2,14.8,13.8,93.8,0.4,100,8.33,rain,0,0,10.4,11.2,273.4,1022.3,66.3,12.4,83.4,7.2,4,10,2023-04-20T07:01:43,2023-04-20T17:49:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,93546099999
"Nelson, NSN, NZ",21/04/2023,18.1,15.6,16.6,18.1,15.6,16.6,15.9,96,11.6,100,16.67,rain,0,0,22,18.4,124.7,1020.9,100,8.1,6.5,0.5,0,10,2023-04-21T07:02:47,2023-04-21T17:48:11,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",22/04/2023,21.2,14.7,17.1,21.2,14.7,17.1,15.4,90,6.2,100,12.5,rain,0,0,14.8,16.6,7.4,1016.7,68.3,15.1,114.4,9.9,6,10,2023-04-22T07:03:50,2023-04-22T17:46:43,0.06,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",23/04/2023,19.2,12.6,16,19.2,12.6,16,12.4,80.2,0,0,0,,0,0,47.5,31.7,262.6,1016.2,35.2,18.3,158.1,13.6,6,10,2023-04-23T07:04:54,2023-04-23T17:45:17,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",24/04/2023,17.9,8.1,13.9,17.9,8.1,13.8,4.7,56.4,0,0,0,,0,0,56.2,38.9,231.5,1015.5,30,19.6,145.1,12.5,5,10,2023-04-24T07:05:57,2023-04-24T17:43:52,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",25/04/2023,17.9,6.2,13,17.9,4.2,12.7,6.9,68.1,0,0,0,,0,0,59.8,46.4,233.6,1015.9,33.6,17.9,153.1,13.3,6,10,2023-04-25T07:07:00,2023-04-25T17:42:27,0.16,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",26/04/2023,19.1,11.7,15,19.1,11.7,15,9.7,72.6,0,0,0,rain,0,0,62.6,31.7,241.2,1015.3,76,17.1,112.2,9.6,6,10,2023-04-26T07:08:03,2023-04-26T17:41:04,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",27/04/2023,16.1,7.9,11.8,16.1,6.4,11.5,8.9,83.4,3,100,4.17,rain,0,0,8.6,13,270.9,1026.9,24.3,17.3,150.2,12.9,6,10,2023-04-27T07:09:07,2023-04-27T17:39:42,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,93546099999
"Nelson, NSN, NZ",28/04/2023,17.6,6.9,11.6,17.6,6.1,11.4,9.1,85.3,0.2,100,4.17,rain,0,0,9,9.4,254.8,1027.9,0.9,15.8,149,12.9,6,10,2023-04-28T07:10:10,2023-04-28T17:38:20,0.25,Rain,Clear conditions throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",29/04/2023,17.4,7.7,12.2,17.4,6.9,11.9,9.9,86.6,0,0,0,,0,0,7.9,13,252,1025.8,75.9,17.5,102.7,8.7,4,10,2023-04-29T07:11:13,2023-04-29T17:37:00,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",30/04/2023,19.2,8.6,13.7,19.2,8.2,13.6,10.6,82.9,0.2,100,4.17,rain,0,0,12.2,9.4,219.9,1023.7,99.8,17.9,94.9,8.2,4,10,2023-04-30T07:12:15,2023-04-30T17:35:41,0.32,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",1/05/2023,21.2,14.2,17.1,21.2,14.2,17.1,13.8,81.2,0,0,0,rain,0,0,13.3,11.2,236.2,1022.7,91.7,17,60.3,5,3,10,2023-05-01T07:13:18,2023-05-01T17:34:23,0.35,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",2/05/2023,19.2,16.4,18.1,19.2,16.4,18.1,16.9,92.7,4.8,100,16.67,rain,0,0,44.3,37.1,43.8,1022.3,71.8,8.7,52.3,4.5,3,10,2023-05-02T07:14:21,2023-05-02T17:33:07,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",3/05/2023,19.2,15.4,17.6,19.2,15.4,17.6,16.6,94.4,1.2,100,8.33,rain,0,0,34.6,35.3,43.8,1020.6,94.7,8,51.5,4.6,3,10,2023-05-03T07:15:23,2023-05-03T17:31:52,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",4/05/2023,16.9,13.9,15.8,16.9,13.9,15.8,15.3,96.8,29,100,12.5,rain,0,0,28.8,13,228.4,1019.3,100,10.6,22.8,1.8,1,10,2023-05-04T07:16:25,2023-05-04T17:30:38,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93546099999,remote"
"Nelson, NSN, NZ",5/05/2023,17.7,12.2,15.5,17.7,12.2,15.5,14.7,95.4,12.2,100,12.5,rain,0,0,65.5,50,50.9,1020.7,100,7.3,5.7,0.6,0,10,2023-05-05T07:17:27,2023-05-05T17:29:25,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,93546099999
"Nelson, NSN, NZ",6/05/2023,17.9,16.4,17.3,17.9,16.4,17.3,16.8,96.5,61,100,16.67,rain,0,0,67.7,42.5,35,1023.3,100,4.2,5.8,0.4,0,10,2023-05-06T07:18:29,2023-05-06T17:28:13,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",7/05/2023,18.7,15.7,17.2,18.7,15.7,17.2,15.4,89.7,5,100,12.5,rain,0,0,24.5,22.3,63,1025.8,100,13.9,27.4,2.3,2,10,2023-05-07T07:19:31,2023-05-07T17:27:03,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",8/05/2023,18.2,15.4,17.2,18.2,15.4,17.2,16,93,9,100,16.67,rain,0,0,23.8,22.3,55.3,1021.2,99.7,13.9,14.4,1.3,1,10,2023-05-08T07:20:32,2023-05-08T17:25:55,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",9/05/2023,18.2,14.9,16.5,18.2,14.9,16.5,15.5,93.8,32,100,12.5,rain,0,0,53.3,37.1,50.1,1004.4,99.6,6.2,5.2,0.5,0,10,2023-05-09T07:21:33,2023-05-09T17:24:47,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,93546099999
"Nelson, NSN, NZ",10/05/2023,16.9,6.7,13,16.9,5.2,12.6,9.9,82.5,21,100,12.5,rain,0,0,48.6,31.7,282.8,988.7,71,14.2,87.6,7.5,5,10,2023-05-10T07:22:34,2023-05-10T17:23:42,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",11/05/2023,12.7,5.4,8.5,12.7,3.1,7.3,4.1,75.1,0.4,100,4.17,rain,0,0,18,29.5,217.5,1002.1,73.5,18.3,95.5,8.3,4,10,2023-05-11T07:23:35,2023-05-11T17:22:37,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,93546099999
"Nelson, NSN, NZ",12/05/2023,14.9,2.9,9.1,14.9,0.8,8.1,4.1,72.4,0,0,0,,0,0,11.5,16.6,204.6,1022.3,5.2,17.9,124.5,10.8,5,10,2023-05-12T07:24:35,2023-05-12T17:21:35,0.72,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",13/05/2023,15.7,4.9,9.5,15.7,4,9.1,6.9,85,0.2,100,4.17,rain,0,0,9,13,234.4,1027.3,1.8,14.1,121.9,10.5,5,10,2023-05-13T07:25:34,2023-05-13T17:20:33,0.75,Rain,Clear conditions throughout the day with morning rain.,rain,93546099999
"Nelson, NSN, NZ",14/05/2023,15.4,5.1,9.8,15.4,4,9.5,7.1,84.5,0.2,100,4.17,rain,0,0,22,13,55.9,1022.7,27.7,14,108.9,9.4,5,10,2023-05-14T07:26:33,2023-05-14T17:19:34,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,93546099999
"Nelson, NSN, NZ",15/05/2023,16.9,6.9,11,16.9,5.3,10.3,6.8,76.5,0.2,100,4.17,rain,0,0,31.7,18.4,228.5,1020.6,11.3,16.8,117.3,10.1,5,10,2023-05-15T07:27:32,2023-05-15T17:18:36,0.83,Rain,Clear conditions throughout the day with morning rain.,rain,93546099999
"Nelson, NSN, NZ",16/05/2023,15.2,4.9,9.2,15.2,4.6,9,6.7,84.9,0.2,100,4.17,rain,0,0,8.3,11.2,234.7,1020.1,12.3,15.9,116.7,10,5,10,2023-05-16T07:28:31,2023-05-16T17:17:39,0.87,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",17/05/2023,17.7,4.9,10.8,17.7,3.4,10.6,7.3,81,0.2,100,4.17,rain,0,0,23.4,27.7,240.8,1016.4,37.1,13.2,116.3,9.9,5,10,2023-05-17T07:29:28,2023-05-17T17:16:44,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",18/05/2023,16.7,7.9,12,16.7,7.8,11.9,9.7,86.5,0,0,0,rain,0,0,11.2,13,272,1014.6,100,14.1,79.5,7,3,10,2023-05-18T07:30:26,2023-05-18T17:15:51,0.94,Overcast,Cloudy skies throughout the day.,cloudy,93546099999
"Nelson, NSN, NZ",19/05/2023,15.4,9.7,12.1,15.4,8.6,12,10.8,91.8,12,100,12.5,rain,0,0,15.8,22.3,230.9,999.1,99.5,11.7,9.8,0.9,1,10,2023-05-19T07:31:22,2023-05-19T17:15:00,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",20/05/2023,17.7,13.2,15.4,17.7,13.2,15.4,10.5,72.7,5,100,8.33,rain,0,0,26.3,25.9,122.6,985.6,100,17.7,15.9,1.3,1,10,2023-05-20T07:32:18,2023-05-20T17:14:10,0,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,93546099999
"Nelson, NSN, NZ",21/05/2023,17.1,10.4,13.3,17.1,10.4,13.3,9.1,76.2,0,0,0,rain,0,0,32.8,14.8,217.4,996.6,83.2,19.6,51.9,4.6,3,10,2023-05-21T07:33:14,2023-05-21T17:13:22,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",22/05/2023,15.4,6.7,10.3,15.4,5.8,9.9,7.1,82.2,0,0,0,,0,0,18,9.4,234.2,1002.8,84.7,16.4,79.6,6.9,4,10,2023-05-22T07:34:08,2023-05-22T17:12:36,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",23/05/2023,17.9,5.4,11.7,17.9,4.3,11.4,6.9,75,0.2,100,4.17,rain,0,0,28.4,37.1,228.5,1004.7,0.4,15.8,109.4,9.4,5,10,2023-05-23T07:35:02,2023-05-23T17:11:52,0.11,Rain,Clear conditions throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",24/05/2023,16.2,7.2,11.6,16.2,5.4,11.2,6.9,73.8,0,0,0,,0,0,27.4,18.4,217.1,1014.1,26,18.1,66.8,5.7,3,10,2023-05-24T07:35:56,2023-05-24T17:11:09,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,93546099999
"Nelson, NSN, NZ",25/05/2023,14.9,5.4,9.3,14.9,4.3,8.9,7,86.5,0,0,0,,0,0,10.8,9.4,236.8,1020.5,8.2,12.2,105.6,9.1,4,10,2023-05-25T07:36:48,2023-05-25T17:10:28,0.17,Clear,Clear conditions throughout the day.,clear-day,"93546099999,remote"
"Nelson, NSN, NZ",26/05/2023,15.4,5.4,10.9,15.4,4.3,10.6,8.9,87.9,0.2,100,4.17,rain,0,0,22.3,27.7,342.2,1017.2,72.4,11.3,83,7.3,3,10,2023-05-26T07:37:39,2023-05-26T17:09:49,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",27/05/2023,15.9,8.4,12.6,15.9,7.2,12.3,11,90.1,0.2,100,4.17,rain,0,0,11.5,24.1,56.6,1018.3,97.8,14.2,77,6.7,3,10,2023-05-27T07:38:30,2023-05-27T17:09:12,0.24,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",28/05/2023,17.2,12.7,14.3,17.2,12.7,14.3,12.5,89.3,13.2,100,12.5,rain,0,0,8.3,29.5,42,1022.8,91.8,10.5,69.8,6.1,4,10,2023-05-28T07:39:20,2023-05-28T17:08:37,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,93546099999
"Nelson, NSN, NZ",29/05/2023,17.1,12.7,16.1,17.1,12.7,16.1,13.1,82.9,6,100,12.5,rain,0,0,55.4,44.6,48.7,1015.3,87.4,11.2,4.6,0.4,0,10,2023-05-29T07:40:09,2023-05-29T17:08:04,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,93546099999
"Nelson, NSN, NZ",30/05/2023,16.7,10.2,13.6,16.7,10.2,13.6,12,90.6,6.2,100,12.5,rain,0,0,36,33.5,3.4,1011.4,43.1,16,90.3,7.8,4,10,2023-05-30T07:40:56,2023-05-30T17:07:33,0.33,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,93546099999
"Nelson, NSN, NZ",31/05/2023,15.6,7.7,11.2,15.6,6.5,10.7,7.5,79.1,2.2,100,8.33,rain,0,0,34.2,24.1,231.9,1012.4,64.4,17.9,97.7,8.4,4,10,2023-05-31T07:41:43,2023-05-31T17:07:03,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,93546099999
"Nelson, NSN, NZ",1/06/2023,16.9,7.4,11.6,16.9,6,11.4,9.6,87.8,0,0,0,,0,0,22,16.6,252.6,1010.9,71.3,14.3,64,5.5,3,10,2023-06-01T07:42:29,2023-06-01T17:06:36,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93546099999,remote"
"Nelson, NSN, NZ",2/06/2023,15.2,9.6,12.5,15.2,7.2,12.3,7.3,72.5,6,100,4.17,rain,0,0,54.4,35.3,227.6,1008.7,20.3,18,100.7,8.7,4,10,2023-06-02T07:43:13,2023-06-02T17:06:10,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",3/06/2023,14.7,6.9,10.4,14.7,5.4,9.7,4,65.8,0,0,0,,0,0,41.8,33.5,224.3,1017.8,8.2,18.8,98,8.6,4,10,2023-06-03T07:43:56,2023-06-03T17:05:47,0.46,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",4/06/2023,13.7,3.7,9.4,13.7,3.7,8.9,7.2,86.5,4,100,4.17,rain,0,0,25.2,24.1,85.1,1014,80.6,14.8,47.8,4.2,3,10,2023-06-04T07:44:38,2023-06-04T17:05:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,93546099999
"Nelson, NSN, NZ",5/06/2023,15.4,5.9,10.1,15.4,4.3,9.3,4.1,69,12,100,4.17,rain,0,0,19.8,18.4,159.1,1018.1,53.3,20,83.4,7.5,4,10,2023-06-05T07:45:19,2023-06-05T17:05:06,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"93546099999,remote"
"Nelson, NSN, NZ",6/06/2023,16.2,3.4,8.1,16.2,0.9,7.3,3.9,76.8,0,0,0,,0,0,12.6,13,215.5,1028.1,2.2,15.3,96.5,8.3,4,10,2023-06-06T07:45:59,2023-06-06T17:04:48,0.57,Clear,Clear conditions throughout the day.,clear-day,93546099999
"Nelson, NSN, NZ",7/06/2023,13.9,2.6,6.9,13.9,0.8,6.1,3.8,82.2,0.2,100,4.17,rain,0,0,10.8,11.2,223.7,1030,2.4,14.7,96.7,8.3,4,10,2023-06-07T07:46:37,2023-06-07T17:04:33,0.6,Rain,Clear conditions throughout the day with morning rain.,rain,93546099999
"Nelson, NSN, NZ",8/06/2023,13.6,1.4,6.2,13.6,1.2,5.7,3.2,82.9,0.2,100,4.17,rain,0,0,10.8,9.7,224.1,1025.7,0.1,13.6,98.1,8.4,4,10,2023-06-08T07:47:13,2023-06-08T17:04:19,0.64,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93546099999,remote"
